"","state","year","X","st","partycontrol","democracy_mcmc","democracy_mcmc_sd","democracy_mcmc_se","democracy_additive","democracy_mcmc_lib","democracy_mcmc_lib_sd","democracy_mcmc_lib_se","democracy_additive_lib","unified_r","unified_d","divided_govt","democracy_full_factanal","pct_black","pct_white","pct_latino","pct_black_lag","pct_latino_lag","pct_black_change_ratio","pct_latino_change_ratio","pct_black_change","pct_latino_change","icpsr","hou_chamber","sen_chamber","hou_dem","hou_rep","hou_majority","sen_dem","sen_rep","sen_majority","h_diffs","s_diffs","h_distance","s_distance","h_dem_sd","s_dem_sd","h_rep_sd","s_rep_sd","h_chamber_sd","s_chamber_sd","polarization_sen","polarization_hou","polarization_avg","rolldemleg","rolldemvs","competition_allleg","competition_votes","competition_index","competition_allleg_lag","competition_votes_lag","competition_index_lag","cost_of_voting_index","vep_turnout","Democratic","Republican","period","id","placebo"
"1","Alabama",2000,30,"AL",2,-1.40209134069471,0.31618811886179,0.00999874624687303,-2.01425268600771,-1.44187055621611,0.298475762550661,0.00943863236015678,-0.52833386556636,0,1,0,-1.36486847539442,26.2931606655896,72.3209992064549,1.72985191725479,25.9770548056696,0.988108571881112,0.0121686566196488,0.750669882320302,0.316105859919993,0.741743345373676,41,0.079,0.094,-0.115,0.869,-0.115,-0.119,1.073,-0.119,0.984,1.192,0.659706215829671,0.931985556283844,0.331593793042369,0.577783367481714,0.25421610261862,0.384371472822152,0.574031606802538,0.803348441317768,-0.534024068462689,-0.994463116650213,-0.764243592556451,65.7620620727539,41.2067985534668,-0.334861064345165,0.084500634159365,-0.190357948486654,-0.334861064345165,0.084500634159365,-0.190357948486654,0.102,NA,1,0,1,1,0
"2","Alabama",2001,31,"AL",2,-1.35748227967697,0.322079826561882,0.0101850584032755,-1.92775922741281,-1.42126627663535,0.306017029745861,0.00967710816796418,-0.505646829504257,0,1,0,-1.39915207007284,26.3557623565404,72.1999161077206,1.918733719011,26.1020367748146,1.13158735191801,0.0097205280919137,0.695612553249908,0.253725581725753,0.787146367092991,41,0.079,0.094,-0.124,0.891,-0.124,-0.119,1.073,-0.119,1.015,1.192,0.662873291559143,0.931985556283844,0.330477194635059,0.577783367481714,0.248940910176425,0.384371472822152,0.576844241874399,0.803348441317768,-0.534024068462689,-0.934704780002541,-0.734364424232615,NA,NA,-0.334861064345165,NA,-0.190357948486654,-0.334861064345165,NA,-0.190357948486654,NA,NA,1,0,2,1,0
"3","Alabama",2002,32,"AL",2,-0.647813314316864,0.308477544276666,0.00975491646929702,-1.71489265618654,-0.769130733973552,0.313394037210157,0.00991038962699657,-0.449812415477118,0,1,0,-1.5458393669912,26.3965961390499,72.0903535621725,2.10216805960774,26.1595054919732,1.29177894254343,0.00906326945474678,0.627343495372905,0.23709064707668,0.810389117064312,41,0.079,0.094,-0.124,0.891,-0.124,-0.119,1.073,-0.119,1.015,1.192,0.662873291559143,0.931985556283844,0.330477194635059,0.577783367481714,0.248940910176425,0.384371472822152,0.576844241874399,0.803348441317768,-0.534024068462689,-0.934704780002541,-0.734364424232615,65.8927764892578,39.4001617431641,-0.34858584026734,-0.163215006683373,-0.324002860947062,-0.334861064345165,0.084500634159365,-0.190357948486654,NA,NA,1,0,3,1,0
"4","Alabama",2003,33,"AL",1,-0.737006980565313,0.31178959713821,0.00985965277703062,-1.90785116278681,-0.830067020623432,0.314135228259861,0.00993382814598054,-0.500424989755517,0,0,1,-1.62124964599543,26.428008849135,71.9849556710561,2.29759535435954,26.244604855692,1.47135271766745,0.0069882550890572,0.561553070702135,0.183403993443086,0.826242636692089,41,0.091,-0.06,-0.139,0.866,-0.139,-0.293,1.072,-0.293,1.005,1.365,0.707763604267957,0.914726502482544,0.340578387741055,0.569914280398347,0.259311454789066,0.346690232580574,0.61495372782471,0.785351349067672,-0.195399729025748,-0.953981662792113,-0.57469069590893,NA,NA,-0.34858584026734,NA,-0.324002860947062,-0.334861064345165,NA,-0.190357948486654,NA,NA,0,0,4,1,0
"5","Alabama",2004,34,"AL",1,-0.610244404250051,0.313164524209113,0.00990313178863738,-1.69354947466848,-0.713412087234443,0.298469194834935,0.00943842467074958,-0.44421414785496,0,0,1,-1.57250251122403,26.4679701655076,71.8606431768486,2.5003481779643,26.2931606655896,1.72985191725479,0.00664847798791901,0.445411686991253,0.174809499917991,0.770496260709509,41,0.124,-0.06,-0.139,0.866,-0.139,-0.293,1.072,-0.293,1.005,1.365,0.709290362394374,0.914726502482544,0.3423049937738,0.569914280398347,0.259311454789066,0.346690232580574,0.616004910801176,0.785351349067672,-0.195399729025748,-0.953981662792113,-0.57469069590893,64.8926239013672,42.0883636474609,-0.243571638131711,0.205375765761911,-0.0695679363908924,-0.34858584026734,-0.163215006683373,-0.324002860947062,0.295,NA,0,0,5,1,0
"6","Alabama",2005,35,"AL",1,-0.616617266461506,0.30681595236333,0.00970237231941845,-1.71621305801239,-0.729926888640546,0.300657473162055,0.0095076241074304,-0.450158753851444,0,0,1,-1.52214551658465,26.4979140247779,71.7546591156515,2.73145134201569,26.3557623565404,1.918733719011,0.00539357072333724,0.42356978196203,0.142151668237467,0.812717623004685,41,0.125,-0.06,-0.136,0.874,-0.136,-0.293,1.072,-0.293,1.01,1.365,0.707647814509398,0.906261452589819,0.372686974791288,0.560006495166613,0.285670338161026,0.346690232580574,0.614301419317625,0.778126387941701,-0.195399729025748,-0.944343221397327,-0.569871475211537,NA,NA,-0.243571638131711,NA,-0.0695679363908924,-0.34858584026734,NA,-0.324002860947062,NA,NA,0,0,6,1,0
"7","Alabama",2006,36,"AL",1,-0.680689404687477,0.325132820577302,0.0102816025509914,-1.77301285446422,-0.817606995723767,0.299188460755977,0.0094611698562879,-0.465057210351584,0,0,1,-1.77472712203378,26.5832588208938,71.5958868701341,2.97780440230798,26.3965961390499,2.10216805960774,0.00707146788398916,0.416539647578713,0.186662681843924,0.875636342700237,41,0.125,-0.06,-0.145,0.874,-0.145,-0.293,1.072,-0.293,1.019,1.365,0.713939234739132,0.906261452589819,0.37561517272925,0.560006495166613,0.285670338161026,0.346690232580574,0.619774101738572,0.778126387941701,-0.195399729025748,-0.926994026886713,-0.56119687795623,62.5662384033203,41.0410385131836,0.000694606734525425,0.0617725715124009,0.0186658892481057,-0.243571638131711,0.205375765761911,-0.0695679363908924,NA,NA,0,0,7,1,0
"8","Alabama",2007,37,"AL",1,-0.687521689302423,0.318012646202741,0.0100564428673796,-1.79427633216301,-0.808911991848965,0.311814197096236,0.00986043069600768,-0.470634571844521,0,0,1,-1.69590918327286,26.6190796175345,71.490421242756,3.22399226166528,26.428008849135,2.29759535435954,0.00722985865072978,0.403202811821483,0.191070768399484,0.926396907305743,41,0.079,-0.067,-0.195,0.871,-0.195,-0.359,1.094,-0.359,1.066,1.453,0.685817356315792,0.974942471532649,0.300927381592601,0.497295274485314,0.24934569773656,0.186461692635438,0.597762751674109,0.841309427286054,-0.0231515101214075,-0.836392677775726,-0.429772093948567,NA,NA,0.000694606734525425,NA,0.0186658892481057,-0.243571638131711,NA,-0.0695679363908924,NA,NA,0,0,8,1,0
"9","Alabama",2008,38,"AL",1,0.252199818494409,0.304206971234216,0.00961986909201445,-1.22185125951881,0.0966786031636938,0.30596102095386,0.009675337014447,-0.320488786522699,0,0,1,-1.42145693842067,26.6876223717235,71.3520350743482,3.46972980832121,26.4679701655076,2.5003481779643,0.00829879302577408,0.38769865689112,0.219652206215912,0.969381630356917,41,0.045,-0.067,-0.195,0.871,-0.195,-0.359,1.094,-0.359,1.066,1.453,0.685767852697183,0.982375780629576,0.293630803622706,0.497295274485314,0.24934569773656,0.190552718221117,0.598441305614613,0.847133666062007,-0.0231515101214075,-0.836392677775726,-0.429772093948567,53.2385063171387,38.3080024719238,0.980089505698078,-0.312965599738254,0.473589892408502,0.000694606734525425,0.0617725715124009,0.0186658892481057,0.084,0.6095284,0,0,9,1,0
"10","Alabama",2009,39,"AL",1,0.272021733203278,0.311320022533716,0.00984480352421488,-1.16522088286721,0.0965198817412817,0.306334713916669,0.00968715422352754,-0.305634768448075,0,0,1,-1.49384435771116,26.7184439982194,71.2325801639282,3.7099684779415,26.4979140247779,2.73145134201569,0.00832254090776052,0.358240734833558,0.220529973441536,0.978517135925808,41,0.062,0.184,-0.209,0.871,-0.209,-0.335,1.079,-0.335,1.08,1.414,0.688068062250481,0.996105752146746,0.295829431150318,0.52383358005597,0.24934569773656,0.196356301071532,0.600331823750048,0.857640825721493,-0.099488788954013,-0.809405041870326,-0.454446915412169,NA,NA,0.980089505698078,NA,0.473589892408502,0.000694606734525425,NA,0.0186658892481057,NA,NA,0,0,10,1,0
"11","Alabama",2010,40,"AL",1,-0.683878889118632,0.303600075926592,0.00960067737728086,-1.29601621729921,-0.784742714277996,0.310872781050493,0.0098306605067039,-0.339942085061598,0,0,1,-1.62881283140381,26.7814203802077,71.1085319898684,3.89072095192142,26.5832588208938,2.97780440230798,0.00745437422285145,0.306573712130278,0.19816155931386,0.912916549613442,41,0.086,-0.06,-0.223,0.872,-0.223,-0.335,1.079,-0.335,1.095,1.414,0.693695968168079,0.981696550406945,0.29850024584992,0.500673998576127,0.155601109673503,0.196356301071532,0.605619816524841,0.845932911794755,-0.099488788954013,-0.780489717685969,-0.439989253319991,44.1476898193359,35.4878463745117,0.705644855361222,-0.699649171645511,0.0987373136688729,0.980089505698078,-0.312965599738254,0.473589892408502,NA,0.4306084,0,0,11,1,0
"12","Alabama",2011,41,"AL",0,-0.707680046442732,0.319089988515532,0.0100905114226605,-1.30034872412514,-0.794394842651134,0.288747344055496,0.00913099275539647,-0.341078491677728,1,0,0,-1.61565280405439,26.845936159701,71.0107314564554,3.9547878974026,26.6190796175345,3.22399226166528,0.00852232854876833,0.226674128355333,0.226856542166452,0.730795635737317,41,0.787,1.008,-0.475,0.902,0.902,-0.617,1.079,1.079,1.377,1.696,0.729824074610331,0.924761416343691,0.247873425057013,0.3653135821492,0.177829825656839,0.203909976555008,0.666565959762983,0.863515611789515,0.45248845798944,-0.236881623020051,0.107803417484695,NA,NA,0.705644855361222,NA,0.0987373136688729,0.980089505698078,NA,0.473589892408502,NA,NA,0,1,12,1,0
"13","Alabama",2012,42,"AL",0,-1.62072345301418,0.301562826675314,0.00953625389932575,-1.65165927894505,-1.63997195549962,0.3049406007586,0.00964306849457244,-0.433226445473012,1,0,0,-1.84886782224451,26.9568326858527,70.8327830370871,3.95912191823719,26.6876223717235,3.46972980832121,0.0100874596612415,0.141046172742991,0.269210314129204,0.489392109915978,41,0.787,1.008,-0.475,0.902,0.902,-0.617,1.079,1.079,1.377,1.696,0.731206530254227,0.924761416343691,0.247873425057013,0.3653135821492,0.179082810457361,0.203909976555008,0.667413269858312,0.863515611789515,0.45248845798944,-0.236881623020051,0.107803417484695,33.5702514648438,33.1402435302734,-0.404966928165228,-1.02153896138542,-0.792874891516418,0.705644855361222,-0.699649171645511,0.0987373136688729,0.403,0.5889097,0,1,13,1,0
